text,label
PASS,unclear
Reminder to check email,reminder
remove call reminder,cancel_specific
Note that interview is at 3pm,save
Set alarm for 8am,reminder
Did I note where my laptop is?,search
The code for bank is qwerty,save
The code for office WiFi is admin123,save
Find where I put my jacket,search
Create a reminder to eat breakfast,reminder
i don't know?,unclear
Could you stop every single reminder for me,cancel_all
colleague has my bag,save
JUST CLEAR EVERY SINGLE REMINDER RIGHT NOW,cancel_all
Did I put mouse somewhere?,search
Where are my book?,search
Cancel all active reminders right now,cancel_all
I'd like to remove the stretch reminder,cancel_specific
Repeat reminder to eat breakfast every 20 hours,reminder
Can you remove all scheduled reminders for me,cancel_all
DEL?,unclear
Remind me to eat breakfast every 15 hours,reminder
Set alarm for 6am to practice yoga,reminder
GET.,unclear
go to gym after 60 hrs,reminder
Remind me to buy groceries in 1 minutes,reminder
please delete morning reminder,cancel_specific
I need to turn off all scheduled reminders for me,cancel_all
brother's number is 00007890,save
I want to stop every reminder for me,cancel_all
Please delete all recurring reminders please,cancel_all
Zzz!,unclear
Get my glasses location,search
QUICKLY CLEAR ALL SCHEDULED REMINDERS FOR ME,cancel_all
Tell me where my wallet is,search
Search for my bike keys,search
I don't want the morning reminder anymore,cancel_specific
Spotify PIN is 9876,save
My meeting is on Monday,save
can you stop the sleep reminder,cancel_specific
I parked my notebook in backpack,save
Don't forget interview is at 9am,save
Get my purse location,search
Remember that exam is next week,save
quickly please stop all my reminders for me,cancel_all
stop reminding me about exercise,cancel_specific
stop that meditation reminder,cancel_specific
phone is in the lot A,save
I'd like to remove the morning reminder,cancel_specific
Search for my passport,search
Where are the phone?,search
DO,unclear
My wallet is on the drawer,save
Where are the notebook?,search
Delete all of them for me,cancel_all
Keys?,unclear
Repeat reminder to take medicine every 60 min,reminder
Could you can you remove all my reminders for me,cancel_all
please delete study reminder,cancel_specific
Set alarm for 4pm to do laundry,reminder
sister's number is 13578329,save
backpack is in the hook,save
I want to cancel the sleep reminder,cancel_specific
Where did I leave my glasses?,search
I want to stop the break reminder,cancel_specific
I left my bike keys on the dining table,save
Is there any info on backpack?,search
Remind me every 3 hour to eat dinner,reminder
please please remove all reminders for me,cancel_all
Show me my office WiFi password,search
locker password is qwerty,save
can you I want to stop all reminders,cancel_all
Give me my phone password,search
My birthday is 78908614,save
I want to delete the vitamins reminder,cancel_specific
Every 10 hour remind me to attend meeting,reminder
Wake me up at 8pm,reminder
Thank you.,unclear
Gmail password is test1234,save
quickly get rid of all reminders right now,cancel_all
At 8am remind me to clean room,reminder
dad's phone number is 55555969,save
Ohh.,unclear
Tell me about umbrella,search
Quickly stop every reminder,cancel_all
just clear all active reminders now,cancel_all
Reminder at 9am to take a break,reminder
delete all scheduled reminders please,cancel_all
Wake me up at 6pm,reminder
delete every reminder now,cancel_all
Amazon password is pass@123,save
i want to i want to turn off all my reminders immediately,cancel_all
Thanks.,unclear
CAN YOU REMOVE ALL REMINDERS RIGHT NOW,cancel_all
My safe password is pass@123,save
Did I note where my bike keys is?,search
car keys is in the hook,save
The door password is qwerty,save
Could you delete all my reminders,cancel_all
remove my reminder to call mom,cancel_specific
can you delete the email reminder,cancel_specific
My dad's number is 13577602,save
Did I return the tablet?,search
Look up power bank,search
Set alarm for 6am to stand up,reminder
i need to can you remove all reminders,cancel_all
I want to stop the exercise reminder,cancel_specific
I'd like to stop the exercise reminder,cancel_specific
AN.,unclear
My anniversary is 55557253,save
delete my call reminder,cancel_specific
Every 1 min stand up,reminder
turn off the break reminder,cancel_specific
can you cancel all pending reminders immediately,cancel_all
I parked my charger in shelf,save
Find my jacket,search
Find my tablet,search
THEN??,unclear
like?,unclear
I'd like to stop the yoga reminder,cancel_specific
turn off my walk reminder,cancel_specific
I borrowed the medicine from Lisa,save
Do I have passport?,search
no need for medicine reminder,cancel_specific
The call is next week,save
My birthday is 78905387,save
Please find my cable,search
Find where I put my watch,search
I parked my car keys in garage,save
AHH.,unclear
Where did I place my passport?,search
My keyboard is on the table,save
Reminder at 2pm to meditate,reminder
My meeting is at 2pm,save
COULD YOU DELETE EVERYTHING IMMEDIATELY,cancel_all
I want to turn off every reminder immediately,cancel_all
Every 3 hours do laundry,reminder
I stored my keyboard in the top shelf,save
Find my mouse,search
Remind me to practice yoga every 30 minute,reminder
umbrella is in the dining table,save
Create a reminder to take a break,reminder
I want to stop the yoga reminder,cancel_specific
Where's the remote?,search
I need a reminder to walk around,reminder
I lent 1000 to mom,save
quickly can you delete all my reminders immediately,cancel_all
delete my yoga reminder,cancel_specific
Where did I leave my remote?,search
turn off my dinner reminder,cancel_specific
I need to turn off all my reminders for me,cancel_all
Show me my email password,search
friend's anniversary is 00003648,save
deactivate email reminder,cancel_specific
I kept my documents in the safe,save
In 30 hours remind me to attend meeting,reminder
Do you have info about sunglasses?,search
I want to cancel the vitamins reminder,cancel_specific
My door password is secret456,save
The TV remote is in the counter,save
get,unclear
CAN YOU CLEAR ALL ALARMS NOW,cancel_all
deactivate study reminder,cancel_specific
I'd like to remove the dinner reminder,cancel_specific
Can you can you stop all my reminders immediately,cancel_all
Delete everything for me,cancel_all
Set alarm for 2pm,reminder
Where did I store my sunglasses?,search
Re,unclear
What is dad's birthday?,search
PLEASE I WANT TO CANCEL ALL REMINDERS NOW,cancel_all
30 hour reminder to take medicine,reminder
just remove all scheduled reminders immediately,cancel_all
i want to please delete all reminders immediately,cancel_all
Good morning!,unclear
Remind me to walk around please,reminder
Reminder in 10 min to feed the pet,reminder
I WANT TO TURN OFF ALL ALARMS,cancel_all
Where did I keep my notebook?,search
no need for reading reminder,cancel_specific
Quickly remove all scheduled reminders right now,cancel_all
Where can I find my iPad?,search
Do I have umbrella?,search
can you stop the yoga reminder,cancel_specific
JUST CAN YOU CLEAR ALL REMINDERS FOR ME,cancel_all
Where's my water bottle?,search
disable sleep reminder,cancel_specific
I NEED TO CAN YOU TURN OFF ALL REMINDERS FOR ME,cancel_all
please cancel breakfast reminder,cancel_specific
hold on!,unclear
Just turn off all the reminders immediately,cancel_all
quickly just delete all my reminders immediately,cancel_all
In 20 minute remind me to do laundry,reminder
At 4pm remind me to go to gym,reminder
stop the bills reminder,cancel_specific
I want to remove the email reminder,cancel_specific
Remind me to check email at 2pm,reminder
JUST TURN OFF ALL NOTIFICATIONS NOW,cancel_all
JUST DELETE ALL SCHEDULED REMINDERS RIGHT NOW,cancel_all
I WANT TO I WANT TO TURN OFF ALL MY REMINDERS FOR ME,cancel_all
I WANT TO CLEAR ALL ALERTS,cancel_all
I have put my house keys in the safe,save
In 10 hour remind me to call mom,reminder
asdf!,unclear
RIGHT?.,unclear
My office WiFi PIN is 1234,save
can you remove the bills reminder,cancel_specific
Help me find my remote,search
My brother's phone number is 98768369,save
Remind me every 3 minute to stretch,reminder
cancel that exercise reminder,cancel_specific
can you stop the reading reminder,cancel_specific
No?,unclear
Reminder in 20 minute to drink water,reminder
Remind me to go to gym every 10 hour,reminder
right?,unclear
No.,unclear
Asdf!,unclear
don't remind me about breakfast anymore,cancel_specific
Recurring reminder every 60 mins to eat lunch,reminder
BLAH?,unclear
My boss's number is 24683018,save
My doctor's phone number is 24681790,save
PLEASE PLEASE TURN OFF ALL REMINDERS RIGHT NOW,cancel_all
Ummm,unclear
What is my bank password?,search
well,unclear
Please cancel every reminder right now,cancel_all
Where are my sunglasses?,search
Did I put cable somewhere?,search
I put my ID card in the rack,save
I need to delete all scheduled reminders,cancel_all
I want to i want to clear all reminders please,cancel_all
Search for keys,search
I want to delete the hydration reminder,cancel_specific
I parked my documents in counter,save
dad's number is 00004811,save
take medicine at 5am,reminder
cancel that grocery reminder,cancel_specific
brother's phone number is 00002042,save
QUICKLY PLEASE TURN OFF ALL REMINDERS NOW,cancel_all
Remind me to attend meeting after 30 hrs,reminder
After 10 min remind me to charge phone,reminder
Find where I put my tablet,search
I left my keyboard on the kitchen,save
Do I owe Mike money?,search
delete the dinner reminder,cancel_specific
Remind me to call dad in 60 hour,reminder
eat lunch every 30 hrs,reminder
I FORGOT!,unclear
I put my medicine in the locker,save
wait,unclear
turn off the hourly reminder,cancel_specific
Repeat reminder to clean room every 3 hrs,reminder
CAN YOU JUST REMOVE ALL MY REMINDERS NOW,cancel_all
don't remind me about gym anymore,cancel_specific
no need for rent reminder,cancel_specific
remove the hydration reminder,cancel_specific
NO!,unclear
Every 2 hours remind me to take vitamins,reminder
I need a reminder to buy groceries,reminder
I put my keyboard in the locker,save
go to gym in 2 minutes,reminder
Recurring reminder every 2 minute to eat dinner,reminder
Help me find my water bottle,search
Where is the keys?,search
HOLD ON.,unclear
Find the watch,search
Remind me to pay bills in 60 mins,reminder
can you cancel all recurring reminders please,cancel_all
rem!,unclear
Search for car keys,search
I don't need the water reminder,cancel_specific
call dad reminder every 10 hr,reminder
I want to delete the workout reminder,cancel_specific
and then?.,unclear
ok?,unclear
Reminder in 15 mins to attend meeting,reminder
The code for Gmail is secret456,save
My glasses is in the living room,save
Remove all alarms for me,cancel_all
What's the PIN for phone?,search
Hey.,unclear
delete medicine reminder,cancel_specific
What do I have saved about watch?,search
I need to I want to stop all reminders now,cancel_all
Quickly cancel all recurring reminders for me,cancel_all
I'd like to delete the study reminder,cancel_specific
My address is 00004016,save
The Instagram password is admin123,save
What is my locker password?,search
turn off my email reminder,cancel_specific
cancel the workout reminder,cancel_specific
Note that flight is at 5pm,save
Find where I put my backpack,search
Set alarm for 8pm to do laundry,reminder
Search for my headphones,search
remove the lunch reminder,cancel_specific
Set!,unclear
one sec!,unclear
